holeid,from,to,Avg depth,X,Y,Z,Lithology_code,MOC_code,Structure_code,GRADE,length,Structure_grp,MOC_grp,Lithology_grp
MRCB23,386.5,387,386.75,9629.8500665,10913.5490295,-220.39175,2,16,0,0.16,0.5,0,2,2
MRCB23,387,387.5,387.25,9630.0295055,10913.7631265,-220.80625,2,14,0,0.17,0.5,0,2,2
MRCB23,387.5,388,387.75,9630.2089445,10913.9772235,-221.22075,2,14,0,0.03,0.5,0,2,2
MRCB23,388,388.5,388.25,9630.3883835,10914.1913205,-221.63525,2,14,0,0.13,0.5,0,2,2
MRCB23,388.5,389,388.75,9630.5678225,10914.4054175,-222.04975,2,14,0,0.02,0.5,0,2,2
MRCB23,389,389.5,389.25,9630.7472615,10914.6195145,-222.46425,2,14,0,0.08,0.5,0,2,2
MRCB23,389.5,390,389.75,9630.9267005,10914.8336115,-222.87875,2,14,0,0.01,0.5,0,2,2
MRCB23,390,390.5,390.25,9631.1061395,10915.0477085,-223.29325,2,14,0,0.16,0.5,0,2,2
MRCB23,390.5,391,390.75,9631.2855785,10915.2618055,-223.70775,2,14,0,0.29,0.5,0,2,2
MRCB23,391,391.5,391.25,9631.4650175,10915.4759025,-224.12225,2,14,0,0.24,0.5,0,2,2
MRCB23,391.5,392,391.75,9631.6444565,10915.6899995,-224.53675,2,14,0,0.46,0.5,0,2,2
MRCB23,392,392.5,392.25,9631.8238955,10915.9040965,-224.95125,2,14,0,0.35,0.5,0,2,2
MRCB23,392.5,393,392.75,9632.0033345,10916.1181935,-225.36575,2,14,0,0.32,0.5,0,2,2
MRCB23,393,393.5,393.25,9632.1827735,10916.3322905,-225.78025,2,14,0,0.72,0.5,0,2,2
MRCB23,393.5,394,393.75,9632.3622125,10916.5463875,-226.19475,2,14,0,0.59,0.5,0,2,2
MRCB23,394,394.5,394.25,9632.5416515,10916.7604845,-226.60925,2,14,0,2.55,0.5,0,2,2
MRCB23,394.5,395,394.75,9632.7210905,10916.9745815,-227.02375,2,14,0,0.87,0.5,0,2,2
MRCB23,395,395.5,395.25,9632.9005295,10917.1886785,-227.43825,2,14,0,1.76,0.5,0,2,2
MRCB23,395.5,396,395.75,9633.0799685,10917.4027755,-227.85275,2,14,0,0.28,0.5,0,2,2
MRCB23,396,396.5,396.25,9633.2594075,10917.6168725,-228.26725,2,14,0,0.25,0.5,0,2,2
MRCB23,396.5,397,396.75,9633.4388465,10917.8309695,-228.68175,2,14,0,0.05,0.5,0,2,2
MRCB23,397,397.5,397.25,9633.6182855,10918.0450665,-229.09625,2,14,0,0.01,0.5,0,2,2
MRCB23,397.5,398,397.75,9633.7977245,10918.2591635,-229.51075,2,14,0,0.01,0.5,0,2,2
MRCB23,398,398.5,398.25,9633.9771635,10918.4732605,-229.92525,2,14,0,0.05,0.5,0,2,2
MRCB23,398.5,399,398.75,9634.1566025,10918.6873575,-230.33975,2,14,0,0.32,0.5,0,5,2
MRCB23,399,399.5,399.25,9634.3360415,10918.9014545,-230.75425,2,40,0,0.01,0.5,0,5,2
MRCB23,399.5,400,399.75,9634.5154805,10919.1155515,-231.16875,2,40,0,0.23,0.5,0,8,2
MRCB23,400,400.5,400.25,9634.6949195,10919.3296485,-231.58325,2,47,0,0.12,0.5,2,8,2
MRCB23,400.5,401,400.75,9634.8743585,10919.5437455,-231.99775,2,47,3,0.15,0.5,2,8,2
MRCB23,401,401.5,401.25,9635.0537975,10919.7578425,-232.41225,2,47,3,0.08,0.5,1,8,6
MRCB23,401.5,402,401.75,9635.2332365,10919.9719395,-232.82675,10,47,2,0.01,0.5,1,2,6
MRCB23,402,402.5,402.25,9635.4126755,10920.1860365,-233.24125,10,14,2,0.32,0.5,2,2,2
MRCB23,402.5,403,402.75,9635.5921145,10920.4001335,-233.65575,2,14,3,0.01,0.5,2,2,2
MRCB23,403,403.5,403.25,9635.7715535,10920.6142305,-234.07025,2,14,3,0.06,0.5,2,2,2
MRCB23,403.5,404,403.75,9635.9509925,10920.8283275,-234.48475,2,14,3,0.43,0.5,2,2,2
MRCB23,404,404.5,404.25,9636.1304315,10921.0424245,-234.89925,2,14,3,0.04,0.5,2,2,2
MRCB23,404.5,405,404.75,9636.3098705,10921.2565215,-235.31375,2,14,3,0.26,0.5,1,2,6
MRCB23,405,405.5,405.25,9636.4893095,10921.4706185,-235.72825,10,14,2,3.3,0.5,1,2,6
MRCB23,405.5,406,405.75,9636.6687485,10921.6847155,-236.14275,10,14,2,1.68,0.5,0,4,6
MRCB23,406,406.5,406.25,9636.8481875,10921.8988125,-236.55725,10,15,0,0.36,0.5,0,2,6
MRCB23,406.5,407,406.75,9637.0276265,10922.1129095,-236.97175,10,14,0,0.52,0.5,0,2,6
MRCB23,407,407.5,407.25,9637.2070655,10922.3270065,-237.38625,10,14,0,0.06,0.5,0,2,6
MRCB23,407.5,408,407.75,9637.3865045,10922.5411035,-237.80075,10,14,0,0.21,0.5,0,5,3
MRCB23,408,408.5,408.25,9637.5659435,10922.7552005,-238.21525,9,48,0,0.09,0.5,0,2,3
MRCB23,408.5,409,408.75,9637.7453825,10922.9692975,-238.62975,9,14,0,0.06,0.5,0,2,3
MRCB23,409,409.5,409.25,9637.9248215,10923.1833945,-239.04425,9,14,0,0.37,0.5,0,2,3
MRCB23,409.5,410,409.75,9638.1042605,10923.3974915,-239.45875,9,14,0,0.08,0.5,0,2,3
MRCB23,410,410.5,410.25,9638.2836995,10923.6115885,-239.87325,9,14,0,0.07,0.5,0,2,3
MRCB23,410.5,411,410.75,9638.4631385,10923.8256855,-240.28775,9,14,0,0.13,0.5,1,2,13
MRCB23,411,411.5,411.25,9638.6425775,10924.0397825,-240.70225,23,14,1,0.69,0.5,1,2,13
MRCB23,411.5,412,411.75,9638.8220165,10924.2538795,-241.11675,23,14,1,0.01,0.5,1,2,13
MRCB23,412,412.5,412.25,9639.0014555,10924.4679765,-241.53125,23,14,1,0.01,0.5,1,2,13
MRCB23,412.5,413,412.75,9639.1808945,10924.6820735,-241.94575,23,14,1,0.01,0.5,1,2,13
MRCB23,413,413.5,413.25,9639.3603335,10924.8961705,-242.36025,23,14,1,0.01,0.5,2,4,3
MRCB24,247,247.5,247.25,10100.4562675,10454.0826525,-102.62725,9,58,4,0.01,0.5,2,4,3
MRCB24,247.5,248,247.75,10100.6215825,10454.2798975,-103.05575,9,58,4,0.01,0.5,2,4,3
MRCB24,248,248.5,248.25,10100.7868975,10454.4771425,-103.48425,9,58,4,0.01,0.5,2,4,3
MRCB24,248.5,249,248.75,10100.9522125,10454.6743875,-103.91275,9,58,4,0.01,0.5,2,4,3
MRCB24,249,249.5,249.25,10101.1175275,10454.8716325,-104.34125,9,58,4,0.01,0.5,2,4,3
MRCB24,249.5,250,249.75,10101.2828425,10455.0688775,-104.76975,9,58,4,0.01,0.5,1,1,11
MRCB24,250,250.5,250.25,10101.4481575,10455.2661225,-105.19825,17,59,1,0.01,0.5,1,1,11
MRCB24,250.5,251,250.75,10101.6134725,10455.4633675,-105.62675,17,59,1,0.01,0.5,1,1,11
MRCB24,251,251.5,251.25,10101.7787875,10455.6606125,-106.05525,17,59,1,0.01,0.5,1,1,11
MRCB24,251.5,252,251.75,10101.9441025,10455.8578575,-106.48375,17,59,1,0.01,0.5,1,1,11
MRCB24,252,252.5,252.25,10102.1094175,10456.0551025,-106.91225,17,59,1,0.01,0.5,1,1,11
MRCB24,252.5,253,252.75,10102.2747325,10456.2523475,-107.34075,17,59,1,0.77,0.5,1,1,8
MRCB24,253,253.5,253.25,10102.4400475,10456.4495925,-107.76925,24,60,1,0.16,0.5,1,1,8
MRCB24,253.5,254,253.75,10102.6053625,10456.6468375,-108.19775,24,60,1,0.25,0.5,1,1,8
MRCB24,254,254.5,254.25,10102.7706775,10456.8440825,-108.62625,24,60,1,0.17,0.5,1,1,8
MRCB24,254.5,255,254.75,10102.9359925,10457.0413275,-109.05475,24,60,1,0.15,0.5,1,1,8
MRCB24,255,255.5,255.25,10103.1013075,10457.2385725,-109.48325,24,60,1,0.05,0.5,1,1,8
MRCB24,255.5,256,255.75,10103.2666225,10457.4358175,-109.91175,24,60,1,0.05,0.5,1,4,1
MRCB24,256,256.5,256.25,10103.4319375,10457.6330625,-110.34025,1,15,1,0.07,0.5,1,4,1
MRCB24,256.5,257,256.75,10103.5972525,10457.8303075,-110.76875,1,15,1,0.07,0.5,3,5,1
MRCB24,259,259.5,259.25,10104.4238275,10458.8165325,-112.91125,1,61,18,0.04,0.5,3,5,1
MRCB24,259.5,260,259.75,10104.5891425,10459.0137775,-113.33975,1,61,18,0.04,0.5,3,5,1
MRCB24,260,260.5,260.25,10104.7544575,10459.2110225,-113.76825,1,61,18,0.1,0.5,3,5,1
MRCB24,260.5,261,260.75,10104.9197725,10459.4082675,-114.19675,1,61,18,0.01,0.5,3,5,1
MRCB24,261,261.5,261.25,10105.0850875,10459.6055125,-114.62525,1,61,18,0.08,0.5,3,5,1
MRCB24,261.5,262,261.75,10105.2504025,10459.8027575,-115.05375,1,61,18,0.01,0.5,3,4,2
MRCB24,262,262.5,262.25,10105.4157175,10460.0000025,-115.48225,2,18,19,0.01,0.5,3,4,2
MRCB24,262.5,263,262.75,10105.5810325,10460.1972475,-115.91075,2,18,19,0.03,0.5,3,4,2
MRCB24,263,263.5,263.25,10105.7463475,10460.3944925,-116.33925,2,18,19,0.03,0.5,3,4,2
MRCB24,263.5,264,263.75,10105.9116625,10460.5917375,-116.76775,2,18,19,0.01,0.5,3,2,2
MRCB24,264,264.5,264.25,10106.0769775,10460.7889825,-117.19625,2,14,19,0.06,0.5,3,2,2
MRCB24,264.5,265,264.75,10106.2422925,10460.9862275,-117.62475,2,14,19,0.01,0.5,6,2,2
MRCB24,265,265.5,265.25,10106.4076075,10461.1834725,-118.05325,2,14,14,0.01,0.5,6,2,2
MRCB24,265.5,266,265.75,10106.5729225,10461.3807175,-118.48175,2,14,14,0.14,0.5,6,2,2
MRCB24,266,266.5,266.25,10106.7382375,10461.5779625,-118.91025,2,14,14,0.01,0.5,6,2,2
MRCB24,266.5,267,266.75,10106.9035525,10461.7752075,-119.33875,2,14,14,0.01,0.5,1,2,2
MRCB24,273,273.5,273.25,10109.0526475,10464.3393925,-124.90925,25,14,1,0.02,0.5,0,2,2
MRCB24,273.5,274,273.75,10109.2179625,10464.5366375,-125.33775,25,14,0,0.02,0.5,0,4,2
MRCB24,274,274.5,274.25,10109.3832775,10464.7338825,-125.76625,25,18,0,0.01,0.5,0,4,2
MRCB24,274.5,275,274.75,10109.5485925,10464.9311275,-126.19475,25,18,0,0.01,0.5,0,4,2
MRCB24,275,275.5,275.25,10109.7139075,10465.1283725,-126.62325,25,18,0,0.48,0.5,0,4,2
MRCB24,275.5,276,275.75,10109.8792225,10465.3256175,-127.05175,25,18,0,0.19,0.5,0,4,2
MRCB24,276,276.5,276.25,10110.0445375,10465.5228625,-127.48025,25,18,0,0.01,0.5,0,4,2
MRCB24,276.5,277,276.75,10110.2098525,10465.7201075,-127.90875,25,18,0,0.12,0.5,1,1,3
MRCB24,277,277.5,277.25,10110.3751675,10465.9173525,-128.33725,18,17,1,0.37,0.5,1,1,3
MRCB24,277.5,278,277.75,10110.5404825,10466.1145975,-128.76575,18,17,1,0.08,0.5,1,1,3
MRCB24,278,278.5,278.25,10110.7057975,10466.3118425,-129.19425,18,17,1,0.22,0.5,1,1,3
MRCB24,278.5,279,278.75,10110.8711125,10466.5090875,-129.62275,18,17,1,0.31,0.5,1,1,3
MRCB24,279,279.5,279.25,10111.0364275,10466.7063325,-130.05125,18,17,1,0.01,0.5,1,1,3
MRCB24,279.5,280,279.75,10111.2017425,10466.9035775,-130.47975,18,17,1,0.01,0.5,1,5,2
MRCB24,280,280.5,280.25,10111.3670575,10467.1008225,-130.90825,2,40,1,0.01,0.5,1,5,2
MRCB24,280.5,281,280.75,10111.5323725,10467.2980675,-131.33675,2,40,1,0.16,0.5,1,5,2
MRCB24,281,281.5,281.25,10111.6976875,10467.4953125,-131.76525,2,40,1,0.22,0.5,1,5,2
MRCB24,281.5,282,281.75,10111.8630025,10467.6925575,-132.19375,2,40,1,0.07,0.5,1,5,2
MRCB24,282,282.5,282.25,10112.0283175,10467.8898025,-132.62225,2,40,1,0.01,0.5,1,5,2
MRCB24,282.5,283,282.75,10112.1936325,10468.0870475,-133.05075,2,40,1,0.01,0.5,0,4,4
MRCB24,283,283.5,283.25,10112.3589475,10468.2842925,-133.47925,4,18,0,0.01,0.5,0,4,4
MRCB24,283.5,284,283.75,10112.5242625,10468.4815375,-133.90775,4,18,0,0.16,0.5,0,4,4
MRCB24,284,284.5,284.25,10112.6895775,10468.6787825,-134.33625,4,18,0,0.77,0.5,0,4,4
MRCB24,284.5,285,284.75,10112.8548925,10468.8760275,-134.76475,4,18,0,0.06,0.5,0,4,4
MRCB24,285,285.5,285.25,10113.0202075,10469.0732725,-135.19325,4,18,0,0.11,0.5,0,4,4
MRCB24,285.5,286,285.75,10113.1855225,10469.2705175,-135.62175,4,18,0,0.09,0.5,0,4,10
MRCB24,286,286.5,286.25,10113.3508375,10469.4677625,-136.05025,19,13,0,0.09,0.5,0,4,10
MRCB24,286.5,287,286.75,10113.5161525,10469.6650075,-136.47875,19,13,0,0.18,0.5,0,4,10
MRCB24,287,287.5,287.25,10113.6814675,10469.8622525,-136.90725,19,13,0,0.14,0.5,0,4,10
MRCB24,287.5,288,287.75,10113.8467825,10470.0594975,-137.33575,19,13,0,0.28,0.5,0,4,10
MRCB24,288,288.5,288.25,10114.0120975,10470.2567425,-137.76425,19,13,0,0.3,0.5,0,4,10
MRCB24,288.5,289,288.75,10114.1774125,10470.4539875,-138.19275,19,13,0,0.3,0.5,0,4,3
MRCB24,289,289.5,289.25,10114.3427275,10470.6512325,-138.62125,11,18,0,0.3,0.5,0,4,3
MRCB24,289.5,290,289.75,10114.5080425,10470.8484775,-139.04975,11,18,0,0.14,0.5,0,4,3
MRCB24,290,290.5,290.25,10114.6733575,10471.0457225,-139.47825,11,18,0,0.13,0.5,0,4,3
MRCB24,290.5,291,290.75,10114.8386725,10471.2429675,-139.90675,11,18,0,0.15,0.5,0,4,3
MRCB24,291,291.5,291.25,10115.0039875,10471.4402125,-140.33525,11,18,0,0.27,0.5,0,4,3
MRCB24,291.5,292,291.75,10115.1693025,10471.6374575,-140.76375,11,18,0,0.05,0.5,0,4,3
MRCB24,292,292.5,292.25,10115.3346175,10471.8347025,-141.19225,11,18,0,0.12,0.5,0,4,3
MRCB24,292.5,293,292.75,10115.4999325,10472.0319475,-141.62075,11,18,0,0.06,0.5,0,4,3
MRCB24,293,293.5,293.25,10115.6652475,10472.2291925,-142.04925,11,18,0,0.2,0.5,0,4,3
MRCB24,293.5,294,293.75,10115.8305625,10472.4264375,-142.47775,11,18,0,0.07,0.5,0,4,3
MRCB24,294,294.5,294.25,10115.9958775,10472.6236825,-142.90625,11,18,0,0.1,0.5,0,4,3
MRCB24,294.5,295,294.75,10116.1611925,10472.8209275,-143.33475,11,18,0,0.01,0.5,3,2,3
MRCB24,295,295.5,295.25,10116.3265075,10473.0181725,-143.76325,11,14,7,0.01,0.5,0,1,3
MRCB24,301,301.5,301.25,10118.3102875,10475.3851125,-148.90525,11,62,0,0.01,0.5,0,1,3
MRCB24,301.5,302,301.75,10118.4756025,10475.5823575,-149.33375,11,62,0,0.01,0.5,0,1,3
MRCB24,302,302.5,302.25,10118.6409175,10475.7796025,-149.76225,11,62,0,0.19,0.5,0,1,3
MRCB24,302.5,303,302.75,10118.8062325,10475.9768475,-150.19075,11,62,0,0.13,0.5,0,1,3
MRCB24,303,303.5,303.25,10118.9715475,10476.1740925,-150.61925,11,62,0,0.17,0.5,0,1,3
MRCB24,303.5,304,303.75,10119.1368625,10476.3713375,-151.04775,11,62,0,0.08,0.5,0,5,3
MRCB24,304,304.5,304.25,10119.3021775,10476.5685825,-151.47625,11,63,0,0.53,0.5,0,5,3
MRCB24,304.5,305,304.75,10119.4674925,10476.7658275,-151.90475,11,63,0,0.09,0.5,0,5,3
MRCB24,305,305.5,305.25,10119.6328075,10476.9630725,-152.33325,11,63,0,0.39,0.5,0,5,3
MRCB24,305.5,306,305.75,10119.7981225,10477.1603175,-152.76175,11,63,0,0.22,0.5,0,5,3
MRCB24,306,306.5,306.25,10119.9634375,10477.3575625,-153.19025,11,63,0,0.07,0.5,0,5,10
MRCB24,306.5,307,306.75,10120.1287525,10477.5548075,-153.61875,16,63,0,0.14,0.5,1,3,10
MRCB24,307,307.5,307.25,10120.2940675,10477.7520525,-154.04725,16,29,1,0.14,0.5,1,3,10
MRCB24,307.5,308,307.75,10120.4593825,10477.9492975,-154.47575,16,29,1,0.03,0.5,1,3,10
MRCB24,308,308.5,308.25,10120.6246975,10478.1465425,-154.90425,16,29,1,0.31,0.5,1,3,10
MRCB24,308.5,309,308.75,10120.7900125,10478.3437875,-155.33275,16,29,1,0.25,0.5,1,3,10
MRCB24,309,309.5,309.25,10120.9553275,10478.5410325,-155.76125,16,29,1,0.05,0.5,1,3,10
MRCB24,309.5,310,309.75,10121.1206425,10478.7382775,-156.18975,16,29,1,0.05,0.5,1,7,2
MRCB24,310,310.5,310.25,10121.2859575,10478.9355225,-156.61825,2,26,1,0.3,0.5,1,7,2
MRCB24,310.5,311,310.75,10121.4512725,10479.1327675,-157.04675,2,26,1,0.3,0.5,1,7,2
MRCB24,311,311.5,311.25,10121.6165875,10479.3300125,-157.47525,2,26,1,0.14,0.5,1,7,2
MRCB24,311.5,312,311.75,10121.7819025,10479.5272575,-157.90375,2,26,1,0.13,0.5,1,7,2
MRCB24,312,312.5,312.25,10121.9472175,10479.7245025,-158.33225,2,26,1,0.15,0.5,1,7,2
MRCB24,312.5,313,312.75,10122.1125325,10479.9217475,-158.76075,2,26,1,0.05,0.5,1,1,2
MRCB24,313,313.5,313.25,10122.2778475,10480.1189925,-159.18925,2,17,1,0.13,0.5,1,1,2
MRCB24,313.5,314,313.75,10122.4431625,10480.3162375,-159.61775,2,17,1,0.17,0.5,1,1,2
MRCB24,314,314.5,314.25,10122.6084775,10480.5134825,-160.04625,2,17,1,0.06,0.5,1,1,2
MRCB24,314.5,315,314.75,10122.7737925,10480.7107275,-160.47475,2,17,1,0.05,0.5,1,1,2
MRCB24,315,315.5,315.25,10122.9391075,10480.9079725,-160.90325,2,17,1,0.01,0.5,1,1,2
MRCB24,315.5,316,315.75,10123.1044225,10481.1052175,-161.33175,2,17,1,0.25,0.5,1,7,8
MRCB24,316,316.5,316.25,10123.2697375,10481.3024625,-161.76025,24,26,1,0.43,0.5,1,7,8
MRCB24,316.5,317,316.75,10123.4350525,10481.4997075,-162.18875,24,26,1,0.13,0.5,0,7,8
MRCB24,317,317.5,317.25,10123.6003675,10481.6969525,-162.61725,24,26,0,0.31,0.5,0,2,8
MRCB24,317.5,318,317.75,10123.7656825,10481.8941975,-163.04575,24,14,0,0.12,0.5,0,2,8
MRCB24,318,318.5,318.25,10123.9309975,10482.0914425,-163.47425,24,14,0,0.76,0.5,0,2,8
MRCB24,318.5,319,318.75,10124.0963125,10482.2886875,-163.90275,24,14,0,0.67,0.5,1,6,2
MRCB24,319,319.5,319.25,10124.2616275,10482.4859325,-164.33125,2,64,1,0.1,0.5,1,6,2
MRCB24,319.5,320,319.75,10124.4269425,10482.6831775,-164.75975,2,64,1,0.4,0.5,1,6,2
MRCB24,320,320.5,320.25,10124.5922575,10482.8804225,-165.18825,2,64,1,0.33,0.5,1,6,2
MRCB24,320.5,321,320.75,10124.7575725,10483.0776675,-165.61675,2,64,1,0.07,0.5,1,6,2
MRCB24,321,321.5,321.25,10124.9228875,10483.2749125,-166.04525,2,64,1,0.21,0.5,1,6,2
MRCB24,321.5,322,321.75,10125.0882025,10483.4721575,-166.47375,2,64,1,0.08,0.5,1,5,2
MRCB24,322,322.5,322.25,10125.2535175,10483.6694025,-166.90225,2,65,1,0.11,0.5,1,5,2
MRCB24,322.5,323,322.75,10125.4188325,10483.8666475,-167.33075,2,65,1,0.55,0.5,1,5,2
MRCB24,323,323.5,323.25,10125.5841475,10484.0638925,-167.75925,2,65,1,0.3,0.5,0,5,2
MRCB24,323.5,324,323.75,10125.7494625,10484.2611375,-168.18775,2,66,0,0.54,0.5,0,5,2
MRCB24,324,324.5,324.25,10125.9147775,10484.4583825,-168.61625,2,66,0,0.91,0.5,0,5,2
MRCB24,324.5,325,324.75,10126.0800925,10484.6556275,-169.04475,2,66,0,0.57,0.5,2,2,2
MRCB24,325,325.5,325.25,10126.2454075,10484.8528725,-169.47325,2,45,4,0.95,0.5,2,2,2
MRCB24,325.5,326,325.75,10126.4107225,10485.0501175,-169.90175,2,45,4,0.34,0.5,0,5,2
MRCB24,326,326.5,326.25,10126.5760375,10485.2473625,-170.33025,2,67,0,0.63,0.5,0,5,10
MRCB24,326.5,327,326.75,10126.7413525,10485.4446075,-170.75875,19,67,0,1.6,0.5,0,5,10
MRCB24,327,327.5,327.25,10126.9066675,10485.6418525,-171.18725,19,67,0,0.96,0.5,0,5,10
MRCB24,327.5,328,327.75,10127.0719825,10485.8390975,-171.61575,19,67,0,3.23,0.5,1,5,10
MRCB24,328,328.5,328.25,10127.2372975,10486.0363425,-172.04425,19,67,2,2.21,0.5,0,5,12
MRCB24,328.5,329,328.75,10127.4026125,10486.2335875,-172.47275,20,68,0,4.2,0.5,0,5,1
MRCB24,329,329.5,329.25,10127.5679275,10486.4308325,-172.90125,1,68,0,1.89,0.5,0,5,1
MRCB24,329.5,330,329.75,10127.7332425,10486.6280775,-173.32975,1,68,0,1.81,0.5,0,5,1
MRCB24,330,330.5,330.25,10127.8985575,10486.8253225,-173.75825,1,68,0,2,0.5,0,5,1
MRCB24,330.5,331,330.75,10128.0638725,10487.0225675,-174.18675,1,68,0,0.61,0.5,0,5,1
MRCB24,331,331.5,331.25,10128.2291875,10487.2198125,-174.61525,1,68,0,0.66,0.5,0,5,1
MRCB24,331.5,332,331.75,10128.3945025,10487.4170575,-175.04375,1,68,0,1.88,0.5,0,5,3
MRCB24,332,332.5,332.25,10128.5598175,10487.6143025,-175.47225,11,68,0,1.34,0.5,0,5,3
MRCB24,332.5,333,332.75,10128.7251325,10487.8115475,-175.90075,11,68,0,0.86,0.5,0,5,3
MRCB24,333,333.5,333.25,10128.8904475,10488.0087925,-176.32925,11,68,0,0.74,0.5,0,5,3
MRCB24,333.5,334,333.75,10129.0557625,10488.2060375,-176.75775,11,68,0,0.5,0.5,0,5,3
MRCB24,334,334.5,334.25,10129.2210775,10488.4032825,-177.18625,11,68,0,1.02,0.5,0,5,3
MRCB24,334.5,335,334.75,10129.3863925,10488.6005275,-177.61475,11,68,0,0.8,0.5,2,5,3
MRCB24,335,335.5,335.25,10129.5517075,10488.7977725,-178.04325,11,69,16,0.54,0.5,2,5,3
MRCB24,335.5,336,335.75,10129.7170225,10488.9950175,-178.47175,11,69,16,0.51,0.5,2,5,3
MRCB24,336,336.5,336.25,10129.8823375,10489.1922625,-178.90025,11,69,16,0.26,0.5,2,5,3
MRCB24,336.5,337,336.75,10130.0476525,10489.3895075,-179.32875,11,69,16,0.4,0.5,0,2,10
MRCB24,337,337.5,337.25,10130.2129675,10489.5867525,-179.75725,16,14,0,0.55,0.5,0,2,10
MRCB24,337.5,338,337.75,10130.3782825,10489.7839975,-180.18575,16,14,0,0.33,0.5,0,5,3
MRCB24,338,338.5,338.25,10130.5435975,10489.9812425,-180.61425,11,70,0,0.72,0.5,0,5,3
MRCB24,338.5,339,338.75,10130.7089125,10490.1784875,-181.04275,11,70,0,0.88,0.5,0,5,3
MRCB24,339,339.5,339.25,10130.8742275,10490.3757325,-181.47125,11,70,0,1.48,0.5,0,5,3
MRCB24,339.5,340,339.75,10131.0395425,10490.5729775,-181.89975,11,70,0,0.74,0.5,0,5,10
MRCB24,340,340.5,340.25,10131.2048575,10490.7702225,-182.32825,19,70,0,1,0.5,0,2,10
MRCB24,340.5,341,340.75,10131.3701725,10490.9674675,-182.75675,19,14,0,0.85,0.5,0,2,10
MRCB24,341,341.5,341.25,10131.5354875,10491.1647125,-183.18525,19,14,0,0.85,0.5,0,2,10
MRCB24,341.5,342,341.75,10131.7008025,10491.3619575,-183.61375,19,14,0,1.22,0.5,0,2,10
MRCB24,342,342.5,342.25,10131.8661175,10491.5592025,-184.04225,19,14,0,0.55,0.5,0,2,10
MRCB24,342.5,343,342.75,10132.0314325,10491.7564475,-184.47075,19,14,0,0.54,0.5,0,8,3
MRCB24,343,343.5,343.25,10132.1967475,10491.9536925,-184.89925,11,47,0,0.03,0.5,0,8,3
MRCB24,343.5,344,343.75,10132.3620625,10492.1509375,-185.32775,11,47,0,0.03,0.5,0,8,3
MRCB24,344,344.5,344.25,10132.5273775,10492.3481825,-185.75625,11,47,0,0.02,0.5,0,8,3
MRCB24,344.5,345,344.75,10132.6926925,10492.5454275,-186.18475,11,47,0,0.02,0.5,0,8,3
MRCB24,345,345.5,345.25,10132.8580075,10492.7426725,-186.61325,11,47,0,1.52,0.5,0,8,3
MRCB24,345.5,346,345.75,10133.0233225,10492.9399175,-187.04175,11,47,0,0.1,0.5,0,5,3
MRCB24,346,346.5,346.25,10133.1886375,10493.1371625,-187.47025,11,71,0,0.5,0.5,0,5,3
MRCB24,346.5,347,346.75,10133.3539525,10493.3344075,-187.89875,11,71,0,2.42,0.5,0,5,6
MRCB24,347,347.5,347.25,10133.5192675,10493.5316525,-188.32725,10,71,0,1.56,0.5,0,5,6
MRCB24,347.5,348,347.75,10133.6845825,10493.7288975,-188.75575,10,71,0,1.41,0.5,0,5,6
MRCB24,348,348.5,348.25,10133.8498975,10493.9261425,-189.18425,10,71,0,1.83,0.5,0,5,6
MRCB24,348.5,349,348.75,10134.0152125,10494.1233875,-189.61275,10,71,0,0.32,0.5,0,5,6
MRCB24,349,349.5,349.25,10134.1805275,10494.3206325,-190.04125,10,32,0,0.15,0.5,0,5,6
MRCB24,349.5,350,349.75,10134.3458425,10494.5178775,-190.46975,10,32,0,0.02,0.5,0,5,6
MRCB24,350,350.5,350.25,10134.5111575,10494.7151225,-190.89825,10,32,0,0.23,0.5,0,5,6
MRCB24,350.5,351,350.75,10134.6764725,10494.9123675,-191.32675,10,32,0,0.44,0.5,0,5,6
MRCB24,351,351.5,351.25,10134.8417875,10495.1096125,-191.75525,10,32,0,0.11,0.5,0,5,6
MRCB24,351.5,352,351.75,10135.0071025,10495.3068575,-192.18375,10,32,0,0.02,0.5,0,5,6
MRCB24,352,352.5,352.25,10135.1724175,10495.5041025,-192.61225,10,32,0,0.02,0.5,1,7,3
MRCB24,352.5,353,352.75,10135.3377325,10495.7013475,-193.04075,11,26,1,0.07,0.5,1,7,3
MRCB24,353,353.5,353.25,10135.5030475,10495.8985925,-193.46925,11,26,1,0.05,0.5,1,7,3
MRCB24,353.5,354,353.75,10135.6683625,10496.0958375,-193.89775,11,26,1,0.01,0.5,1,7,3
MRCB24,354,354.5,354.25,10135.8336775,10496.2930825,-194.32625,11,26,1,0.01,0.5,1,7,3
MRCB24,354.5,355,354.75,10135.9989925,10496.4903275,-194.75475,11,26,1,0.12,0.5,2,7,6
MRCB24,355,355.5,355.25,10136.1643075,10496.6875725,-195.18325,10,26,16,0.03,0.5,2,7,6
MRCB24,355.5,356,355.75,10136.3296225,10496.8848175,-195.61175,10,26,16,0.21,0.5,2,4,3
MRCB24,356,356.5,356.25,10136.4949375,10497.0820625,-196.04025,18,15,16,0.03,0.5,2,4,3
MRCB24,356.5,357,356.75,10136.6602525,10497.2793075,-196.46875,18,15,16,0.09,0.5,2,4,3
MRCB24,357,357.5,357.25,10136.8255675,10497.4765525,-196.89725,18,15,16,0.05,0.5,2,4,3
