longitude,latitude,elevation
20.30416666666667,79.56666666666666,206.0
20.30416666666667,79.56694444444445,207.0
20.30416666666667,79.56722222222221,208.0
20.30416666666667,79.5675,207.0
20.30416666666667,79.56777777777778,206.0
20.30416666666667,79.56805555555555,205.0
20.30416666666667,79.56833333333333,205.0
20.30416666666667,79.56861111111111,204.0
20.30416666666667,79.56888888888888,203.0
20.30416666666667,79.56916666666666,203.0
20.30416666666667,79.56944444444444,205.0
20.30416666666667,79.56972222222223,206.0
20.30416666666667,79.57,206.0
20.30416666666667,79.57027777777778,204.0
20.30416666666667,79.57055555555556,204.0
20.30416666666667,79.57083333333333,205.0
20.30416666666667,79.57111111111111,204.0
20.30416666666667,79.57138888888889,204.0
20.30416666666667,79.57166666666666,204.0
20.30416666666667,79.57194444444444,203.0
20.30416666666667,79.57222222222222,201.0
20.30416666666667,79.57249999999999,201.0
20.30416666666667,79.57277777777777,206.0
20.30416666666667,79.57305555555556,209.0
20.30416666666667,79.57333333333332,212.0
20.30416666666667,79.5736111111111,214.0
20.30416666666667,79.57388888888889,214.0
20.30416666666667,79.57416666666667,213.0
20.30416666666667,79.57444444444444,212.0
20.30416666666667,79.57472222222222,210.0
20.30416666666667,79.575,208.0
20.30416666666667,79.57527777777777,207.0
20.30416666666667,79.57555555555555,207.0
20.30416666666667,79.57583333333334,206.0
20.30416666666667,79.5761111111111,205.0
20.30416666666667,79.57638888888889,203.0
20.30416666666667,79.57666666666667,203.0
20.30416666666667,79.57694444444444,204.0
20.30416666666667,79.57722222222222,206.0
20.30416666666667,79.5775,208.0
20.30416666666667,79.57777777777777,208.0
20.30416666666667,79.57805555555555,208.0
20.30416666666667,79.57833333333333,209.0
20.30416666666667,79.57861111111112,210.0
20.30416666666667,79.57888888888888,210.0
20.30416666666667,79.57916666666667,210.0
20.30416666666667,79.57944444444445,211.0
20.30416666666667,79.57972222222222,211.0
20.30416666666667,79.58,210.0
20.30416666666667,79.58027777777778,210.0
20.30416666666667,79.58055555555555,211.0
20.30416666666667,79.58083333333333,210.0
20.30416666666667,79.58111111111111,210.0
20.30416666666667,79.58138888888888,211.0
20.30416666666667,79.58166666666666,206.0
20.30416666666667,79.58194444444445,202.0
20.30416666666667,79.58222222222221,201.0
20.30416666666667,79.5825,201.0
20.30416666666667,79.58277777777778,202.0
20.30416666666667,79.58305555555556,203.0
20.30416666666667,79.58333333333333,203.0
20.30416666666667,79.58361111111111,204.0
20.30416666666667,79.5838888888889,204.0
20.30416666666667,79.58416666666666,204.0
20.30416666666667,79.58444444444444,206.0
20.30416666666667,79.58472222222223,206.0
20.30416666666667,79.585,207.0
20.30416666666667,79.58527777777778,208.0
20.30416666666667,79.58555555555556,208.0
